,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(SSD).13,0.45113737658206093,0.07689533308521214,0.29885401123627287,0.39973796689294233,0.4500496377614867,0.5025507835094866,0.6034593114258526,0.000827953818088102
v_subj(SSD).14,-0.14611505131094696,0.05082667033103333,-0.24510469143673147,-0.1801878777587024,-0.14597969370879454,-0.11143900395920175,-0.045893994720672016,0.0005570253890987023
v_subj(SSD).15,0.11016466368386608,0.04389222329480203,0.02649904704651304,0.08085635303368918,0.10961590022122311,0.13910851692001616,0.19938911298787407,0.0004748036021152845
v_subj(SSD).17,0.33304900119626657,0.047255276044124855,0.24056960610381817,0.3015347117187955,0.33337256086413636,0.36493585465587813,0.4256478455854062,0.0005578780981828661
v_subj(SSD).20,0.06147100662777808,0.059216128237780226,-0.053306333123424116,0.02113152040526911,0.061044803763044664,0.10194994060097759,0.17786183631491426,0.0006276924733219704
v_subj(SSD).21,0.06456941653465299,0.041452800086027836,-0.01651306661323715,0.03682802305536871,0.06381082565718926,0.09299038882906141,0.14788150866255567,0.00046217394657973085
v_subj(SSD).22,0.297078555005282,0.05124087962258362,0.19658513507236391,0.26279017692571754,0.29627735540781897,0.33173818091458884,0.39870739509195385,0.0005702913525168322
v_subj(SSD).24,0.1357979639247123,0.06277932524875246,0.014108905001962269,0.09335199051867915,0.13515967523337644,0.1781976862581358,0.2585490864912874,0.0007332459570016185
v_subj(SSD).27,0.14416379113965178,0.048893778364819396,0.05014057283898579,0.11145878423633371,0.14406277300596176,0.17736788384549618,0.24046393120552342,0.0005639733262815572
v_subj(SSD).28,0.46455240325586217,0.047154322348647595,0.3718888865420644,0.43252707550689906,0.4643061275698158,0.4966248195148,0.5576135649412741,0.0005278868383198843
v_subj(SSD).33,0.11764260040997024,0.05536881904398128,0.009639417668002609,0.08033519733784342,0.11702840266427857,0.15505597861072096,0.2263094119027828,0.0005310366485665666
v_subj(SSD).34,-0.011485954286830722,0.04171736540425169,-0.09261072416106797,-0.039109457570389354,-0.011631558541962649,0.016211447211260333,0.07159218510614274,0.0004947933299922668
v_subj(SSD).39,0.2256766946346752,0.046544141261293207,0.13493028800017648,0.1939582261090922,0.2259054270299099,0.2563189662579073,0.3179859590342001,0.0005462023595225602
t,1.3614211489132255,0.07496256550867554,1.2182333324275079,1.3119447874058785,1.3603986766737708,1.4101732119230106,1.515831001027568,0.0009896586478956013
t_std,0.4856580864123789,0.058381837649056675,0.3854157859490561,0.44437355800666656,0.48111469975648224,0.5212997251012432,0.6158189072475704,0.0008159825539448594
t_subj.0,1.4443612338838303,0.040881631792716075,1.370417733551767,1.417683755866105,1.4408464204751357,1.468878900545255,1.5361616060298786,0.0007698708670192664
t_subj.1,1.068325674369496,0.012017101463383764,1.043757024956809,1.0602763053328634,1.0691747755568501,1.0768225229539816,1.0900353653931982,0.00016657837947142728
t_subj.2,1.6910325137429356,0.06683012578870656,1.5248680803875552,1.6744689913762374,1.6991435930322327,1.7210387217957885,1.8390252619791305,0.001748806526187322
t_subj.3,0.8080872002724342,0.037462376486176424,0.7285599384039789,0.7842057385256107,0.8100341659009967,0.8343583372419779,0.8752172353992869,0.0005826647569454251
t_subj.4,1.332854437206414,0.020575198136580233,1.290224684744098,1.3196677840316728,1.3337579740152758,1.3474282641380282,1.369844007342227,0.00036399291734426115
t_subj.5,1.7940288268609896,0.029889845870124408,1.7346665484300254,1.7748133759994928,1.79471105252074,1.8131860620314777,1.8522257677968499,0.00045944985261497874
t_subj.6,1.14285587013371,0.015085205650289852,1.1128366671031424,1.1331708250502779,1.1429023798753677,1.1525848771065503,1.1731241249652387,0.00024750306384327826
t_subj.7,2.2207717541461642,0.04160390976523888,2.1269012268891374,2.2009264607967722,2.2255347166005763,2.246093566733345,2.2907566536415214,0.0007275022284821978
t_subj.8,1.0641507865947506,0.019438066685922756,1.0244701571178374,1.0515968634935597,1.0641335555513245,1.0765247511914149,1.1018798092017001,0.0003055206406101153
t_subj.9,0.8247197608580623,0.051032508818906315,0.7323886828289192,0.7918817333958319,0.8215620476381075,0.8536442892188055,0.9365438540020778,0.0007885252139141974
t_subj.10,1.4044915595818395,0.03294197710526044,1.3371103669809088,1.3833328976455195,1.4053761823386488,1.4271848390907735,1.4671054372133672,0.000513235417415629
t_subj.11,1.2185146235062012,0.036894513578096276,1.145849521117055,1.1947545527022774,1.2187754540894975,1.2418750818134439,1.2941654421347655,0.0005983898118275792
t_subj.12,1.5575252928349423,0.03680055642365536,1.485336970658195,1.5343523976788351,1.557407093502494,1.580787653977502,1.6320809630560777,0.0005821549343788294
