,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(a_low.SSD).7,2.647988746173468,0.11276817587947247,2.4427633550347436,2.5726799995798797,2.642306942497376,2.7183526988554267,2.8903228526091063,0.0019461702699663107
a_subj(a_low.SSD).10,2.976686513009035,0.10900964189388875,2.7756157170693916,2.900667996934524,2.973844160387178,3.047801996568402,3.1967962636833045,0.0013430340906521751
a_subj(a_low.SSD).11,3.3294635550192235,0.12894403808462065,3.0833089084729806,3.242394068976341,3.325554564708925,3.413521468330345,3.5938197581719478,0.001670695516913672
a_subj(a_low.SSD).13,1.6787094014394806,0.0633172433279181,1.5610215169468087,1.634534564108043,1.6771011857657085,1.7211087618148053,1.806625847055556,0.0009724985110181191
a_subj(a_low.SSD).14,3.0178254546810552,0.12436106259386784,2.778391785326433,2.9345638594414316,3.014157505690186,3.10034420361264,3.2745141376709554,0.0014978500520121437
a_subj(a_low.SSD).15,2.9793587066365315,0.10618428839611767,2.7770822589701853,2.9074089434790538,2.9754152539839485,3.0496139679954393,3.1953486313882373,0.001376641420243875
a_subj(a_low.SSD).17,3.379490936149333,0.14392748698026556,3.1110965723292745,3.2812113828950498,3.3753902643166933,3.474168524952539,3.6775207271904833,0.0019353036357988046
a_subj(a_low.SSD).20,2.402589799741932,0.08519423888511214,2.2371560529738064,2.346845544632711,2.4017524262152503,2.4589364307141257,2.570278669646001,0.0010644457991023193
a_subj(a_low.SSD).21,3.418433746580175,0.129325179336987,3.1722355990024482,3.330512410880224,3.4151818722812717,3.5065130908679363,3.6752372224256673,0.0015766506312418257
a_subj(a_low.SSD).22,2.679963301191685,0.09412120684988669,2.4996844529992757,2.615203208808644,2.678656079149937,2.7422152561654096,2.869298588240553,0.0012144175298076441
a_subj(a_low.SSD).24,1.965456092542314,0.08200032731708233,1.8110877362001816,1.909123690832034,1.9625882636416607,2.0199899569937507,2.132442249335222,0.0012738727997789853
a_subj(a_low.SSD).27,2.708088889913069,0.09558888704841256,2.5267274009673972,2.6424927595863736,2.7072360278202545,2.7713458955862738,2.9017338972527633,0.0013096176435842247
a_subj(a_low.SSD).28,3.1869983678230014,0.1513248445175758,2.8995128454724934,3.0840026649453387,3.182326214996673,3.2872874455474688,3.495918091973819,0.002826468061821519
a_subj(a_low.SSD).33,2.4165125534374976,0.08496750222519577,2.2555766266571102,2.358214316000592,2.4136843131830568,2.473575502333299,2.5903281299883325,0.00103074076421895
a_subj(a_low.SSD).34,3.403087392990253,0.1251461655340394,3.1630882210869573,3.3177765499505814,3.3995760690683294,3.4848416251270873,3.6589646845808685,0.0013914576244636564
a_subj(a_low.SSD).39,2.9758045591758946,0.11272548663304575,2.7617578151004425,2.898138395287437,2.9725729859657855,3.04950907890559,3.206003914253533,0.0017205403563152761
v(a_high.HC),-0.0515765021488088,0.06768282002440373,-0.18472575497248428,-0.09668777891798527,-0.05191332695953813,-0.006992925855537131,0.08207604858566533,0.000785095951552551
v(a_high.SSD),-0.20418185232868472,0.06865659663099039,-0.3396806390122865,-0.251257392553676,-0.2036764273820963,-0.1577063369860684,-0.06721172399161779,0.0008136273508932397
v(a_low.HC),0.013790074528868008,0.06388080485299669,-0.11217937551567608,-0.028865579332239134,0.013656302350691386,0.057704880115505904,0.13878539606166357,0.0007693364789911673
v(a_low.SSD),-0.18588926285948712,0.06615251265680294,-0.31611086451872994,-0.22978903441054702,-0.18533841404110477,-0.14228012875585702,-0.055278859070589575,0.0007675845036929606
v_std,0.2826347334521629,0.026903063745939225,0.23405894309980824,0.26398363477552733,0.2808710074875717,0.299917722734551,0.3382176202934857,0.00044345498707188573
v_subj(a_high.HC).1,-0.9649861221866415,0.12925249710035275,-1.2265413797047822,-1.049781159379251,-0.9647045967254075,-0.8779430487718822,-0.7129422527258068,0.0017469718279501893
v_subj(a_high.HC).2,0.37273180703984304,0.08685283521707551,0.20458835037567213,0.3139353860366867,0.37282842115559667,0.43060119143237363,0.5455195373387947,0.0010703795765650546
v_subj(a_high.HC).4,0.9354259893922625,0.11909853374242345,0.7059037741260877,0.8551252711955384,0.9353376379440241,1.014533910993629,1.1717763449978609,0.0017520649624886326
v_subj(a_high.HC).8,-0.1567403581912393,0.11064816619783582,-0.3773457213597677,-0.23127878562592938,-0.15608104796518918,-0.08066667928132781,0.05730171430381836,0.0011373090187817105
v_subj(a_high.HC).9,-0.18380337486518136,0.07007964681811593,-0.32199654016093193,-0.23046039118204664,-0.18253392523123793,-0.13670431971826497,-0.048043272684823446,0.0008226744438256004
v_subj(a_high.HC).12,0.0741339321467065,0.07409359106445906,-0.06882038084451136,0.023968194987243147,0.07401958191334006,0.12309353636124029,0.222715366196935,0.0008395826802230158
v_subj(a_high.HC).16,0.26423849870969013,0.09594957233519393,0.07892065133676995,0.19924405474913254,0.2654746038150686,0.32904745152864157,0.45656355593340936,0.0011656379910690746
v_subj(a_high.HC).18,-0.11693306630674508,0.10044746257512256,-0.3148446131598257,-0.18390471135087327,-0.11785499092669743,-0.04837285721616946,0.08057322412416656,0.001005118050784843
v_subj(a_high.HC).19,-0.36205256679602527,0.07861132019600436,-0.5161099186997605,-0.4157412586663778,-0.3614703230023032,-0.3080843316043044,-0.20938152404639387,0.0008990246683813795
v_subj(a_high.HC).23,0.00895156563790303,0.09185061779493435,-0.16750095756363242,-0.052870506179649654,0.009038577289248007,0.07100250648063255,0.18708262901922357,0.0009088321920681342
v_subj(a_high.HC).25,-0.7014203431779745,0.11750771259917035,-0.9370575249290043,-0.7783740805883204,-0.6994631442560928,-0.6220871306590561,-0.4714680705311418,0.0014121167891423827
v_subj(a_high.HC).26,0.033838096931489446,0.08618219754035726,-0.1322405747212108,-0.02620940812479422,0.03452170556838752,0.09253348826644384,0.20181757760180224,0.0010788441150610178
v_subj(a_high.HC).29,-0.03085397826389549,0.08645687361288619,-0.19754677813356117,-0.09020293778234523,-0.030824519713671755,0.02866164978276288,0.13861374602019944,0.0009063986446792927
v_subj(a_high.HC).30,0.05599563181566073,0.10198550281656678,-0.14588375494699346,-0.011500770554376982,0.05517346054244621,0.12415108640821654,0.2556522965309832,0.0011994320185099308
v_subj(a_high.HC).31,-0.1609245444259276,0.068709589750508,-0.29640354932915036,-0.20737041052840016,-0.16083334523463216,-0.1127932100979615,-0.029956147087156326,0.0007399077250604803
v_subj(a_high.HC).32,-0.08641084857877032,0.06818426836243267,-0.21737859201966503,-0.13266429711530958,-0.08675934797903029,-0.04009070332192308,0.049555308200290915,0.0008140822508181499
v_subj(a_high.HC).35,0.3267361157163521,0.0814082556437532,0.16672776727607053,0.27251021339130355,0.3267434984991098,0.37988151751568167,0.4894418932973863,0.0008490508004140548
v_subj(a_high.HC).36,-0.3074040542222682,0.07795552287820577,-0.4608831841806402,-0.3602956497107752,-0.3076704797203765,-0.25281964687302194,-0.1563941897470968,0.0008623320560919429
v_subj(a_high.HC).37,-0.21024571189284885,0.08905788975719699,-0.3830494296191629,-0.2702240356155484,-0.2102266250692339,-0.15133924527696696,-0.03769357377522531,0.0011222559783020153
v_subj(a_high.HC).38,0.15158600628419555,0.10515339533559838,-0.05534809933928808,0.08119377116714176,0.15096076773342276,0.22442606167338613,0.3559321804777822,0.0013288603806402596
v_subj(a_high.SSD).0,-0.3705975824550228,0.07750153850477108,-0.5258463231010262,-0.4228532491431224,-0.3694436280268386,-0.3182921616508101,-0.22014206837763228,0.0008843392829248004
v_subj(a_high.SSD).3,0.0599312427984757,0.0625096509923633,-0.06247546831623774,0.018146537125241224,0.059701870542333,0.1017920943262951,0.18352837339652472,0.0007604990569530324
v_subj(a_high.SSD).6,-0.2982676913534348,0.09875010094173796,-0.49502662129546066,-0.36297166559768135,-0.2978006515526902,-0.2317580762267445,-0.10479213571991075,0.0011915314521669506
v_subj(a_high.SSD).7,-0.19215437789417233,0.07849878982775504,-0.34336564476979226,-0.2448723886478152,-0.193074979860198,-0.13967093836850836,-0.037215726781769876,0.0009721984147977161
v_subj(a_high.SSD).10,-0.30378805382174073,0.0644539777632164,-0.43250720661226,-0.34699530466084627,-0.3032698578591124,-0.26002701249654225,-0.17785267406767746,0.0007679717395730693
v_subj(a_high.SSD).11,-0.18047840440247118,0.0703979706156792,-0.3198044319883482,-0.22650803162597744,-0.18032612034478024,-0.13340955266148097,-0.04176222202837615,0.0007420884014764804
v_subj(a_high.SSD).13,-0.6153388456894027,0.11576902707332884,-0.8406864150624285,-0.6936417798725081,-0.6157966031815486,-0.5376892172091192,-0.38540037777871095,0.0013047425228704832
v_subj(a_high.SSD).14,0.2612084194199876,0.08043925649866386,0.10688393900545501,0.20688496433423323,0.2602209174841471,0.31551664264306434,0.4211654431914039,0.0008963070823648471
v_subj(a_high.SSD).15,-0.07423385202870109,0.07075649485919502,-0.21265286212174644,-0.12226363660696549,-0.07397011711183388,-0.025831204577441785,0.0643639625905218,0.0007956122769147665
v_subj(a_high.SSD).17,-0.23306193870693004,0.07150927211440546,-0.3705557675325435,-0.28253058670000225,-0.23257745595126064,-0.1839265411030906,-0.09377208317346986,0.0007991268212204398
v_subj(a_high.SSD).20,-0.28421780110304135,0.10214503342936541,-0.48249080361912317,-0.3519556316376127,-0.28565378516082723,-0.21710934333349835,-0.08267963492926245,0.0011584749426414198
v_subj(a_high.SSD).21,-0.11879507795589873,0.06421167902129522,-0.2459247484403202,-0.1611015994651278,-0.11850342504905582,-0.07584457419013474,0.007150307954763457,0.0007613358272590706
v_subj(a_high.SSD).22,-0.3387310747153156,0.08718117557407298,-0.5049954656142184,-0.3972805993391686,-0.3389127261319163,-0.27956415209668806,-0.16721726139853277,0.001023518935238518
v_subj(a_high.SSD).24,-0.09637357549708409,0.09048337979894369,-0.2766075341124336,-0.15650054452271223,-0.0942650498083617,-0.036310090376648285,0.08137224777510244,0.0009889701024720706
v_subj(a_high.SSD).27,-0.16203746336165994,0.0732550331012475,-0.3045003724558344,-0.2113641822999951,-0.16206462418576625,-0.11241481637905748,-0.01887905934235634,0.0008227725715438047
v_subj(a_high.SSD).28,-0.3446079908372641,0.06477735568094768,-0.4725744841067642,-0.3887096414104928,-0.3440140891986607,-0.3015594095222872,-0.21685977528537126,0.0007643178924269284
v_subj(a_high.SSD).33,-0.13355838240440196,0.0953565127473888,-0.3203713834989381,-0.1975114345160831,-0.1342624869513741,-0.07001232860835316,0.05511574106011741,0.0011328981442060287
v_subj(a_high.SSD).34,-0.036479737701104645,0.06839421110423352,-0.17040175979005312,-0.08195252305457804,-0.036409045628239545,0.009071117711409005,0.09889155801976202,0.000858289931636094
v_subj(a_high.SSD).39,-0.44814740584964624,0.0807499211469806,-0.6088485550667598,-0.5032551693867486,-0.4463669230379327,-0.39304486792170795,-0.29027063902939887,0.0009236748623913948
v_subj(a_low.HC).1,-0.055519735872101815,0.09752647092715863,-0.2484146970428296,-0.12041318598618128,-0.05663593233081521,0.008570839918155937,0.14084154278684757,0.0009341903265868837
v_subj(a_low.HC).2,0.24307288760517234,0.06263330388475101,0.12260912771902582,0.20126375207897687,0.24248983469016816,0.2848221727833567,0.367734628269619,0.0007374883715027813
v_subj(a_low.HC).4,0.3367828971229724,0.06814445002516087,0.20161778601268435,0.29269308044611847,0.33618843883617666,0.38219633815094994,0.47325715318712325,0.0008303968557230549
v_subj(a_low.HC).5,0.17063592842479988,0.04628919485204552,0.07884048866685,0.1396481335698599,0.1711776592905817,0.20118376519003817,0.26211006083184135,0.000490206191727098
v_subj(a_low.HC).8,-0.013103414704071444,0.06569997866142206,-0.1441139107154663,-0.05678625328469995,-0.013811251387323809,0.03099306089499365,0.11474120841736535,0.0007829203932634225
v_subj(a_low.HC).9,-0.036068176766535606,0.049143231318445765,-0.13147914625950607,-0.06884026561007137,-0.036151952442901675,-0.0030174000267818857,0.05967432479485213,0.0005384517071127372
v_subj(a_low.HC).12,-0.04017129132552427,0.06413568653591659,-0.16498427173244057,-0.08338920198156141,-0.04048046093717628,0.0030662379785320604,0.08735283057871099,0.0006963629741407849
v_subj(a_low.HC).16,0.24058976303663673,0.07980153504825752,0.0873851070611158,0.18590476480753249,0.2403565200866734,0.29403575584846564,0.3988064795769124,0.000982739787070391
v_subj(a_low.HC).18,-0.04206899095131088,0.07661589086147381,-0.1958495982218038,-0.0926861204520274,-0.04157221599637284,0.00976875020243298,0.10736650744898912,0.0008168655326753959
