,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,group,rt,response,prev_conf,accuracy,group_prev_conf,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a(HC_conf_high),a,True,False,False,a(HC_conf_high),"('HC_conf_high',)",['group_prev_conf'],False,,,,,,,,HC_conf_high,2.228609022843793,0.10602599379399023,2.0224218791938076,2.1552841464324732,2.2298755905284153,2.3016868133558392,2.4297412595988668,0.0012393162990000023
a(HC_conf_low),a,True,False,False,a(HC_conf_low),"('HC_conf_low',)",['group_prev_conf'],False,,,,,,,,HC_conf_low,2.33264438411744,0.10308724665382352,2.1302022118410315,2.2644583900798203,2.333364433946413,2.4025213949527395,2.533757192531291,0.0013250553475922999
a(SSD_conf_high),a,True,False,False,a(SSD_conf_high),"('SSD_conf_high',)",['group_prev_conf'],False,,,,,,,,SSD_conf_high,2.4844409885060097,0.10890478227966266,2.272034434407878,2.410931645913655,2.483763410002559,2.5577652517409883,2.6965317582372528,0.0012986044124161714
a(SSD_conf_low),a,True,False,False,a(SSD_conf_low),"('SSD_conf_low',)",['group_prev_conf'],False,,,,,,,,SSD_conf_low,2.623554157583567,0.11057815358777177,2.4033626945442768,2.551009363745552,2.6231409953498206,2.6983898912165234,2.8383245048302586,0.0011670425363203853
a_std,a_std,True,False,False,a_std,(),[],False,,,,,,,,,0.47726419341880505,0.04230581179348369,0.4032701176881583,0.44707519799264606,0.4746762579673263,0.5036147032828776,0.5681435174135664,0.0005695169117313234
a_rate(HC_conf_high),a_rate,False,False,False,a_rate(HC_conf_high),"('HC_conf_high',)",['group_prev_conf'],True,,,,,,,,HC_conf_high,,,,,,,,
a_rate(HC_conf_low),a_rate,False,False,False,a_rate(HC_conf_low),"('HC_conf_low',)",['group_prev_conf'],True,,,,,,,,HC_conf_low,,,,,,,,
a_rate(SSD_conf_high),a_rate,False,False,False,a_rate(SSD_conf_high),"('SSD_conf_high',)",['group_prev_conf'],True,,,,,,,,SSD_conf_high,,,,,,,,
a_rate(SSD_conf_low),a_rate,False,False,False,a_rate(SSD_conf_low),"('SSD_conf_low',)",['group_prev_conf'],True,,,,,,,,SSD_conf_low,,,,,,,,
a_shape(HC_conf_high),a_shape,False,False,False,a_shape(HC_conf_high),"('HC_conf_high',)",['group_prev_conf'],True,,,,,,,,HC_conf_high,,,,,,,,
a_shape(HC_conf_low),a_shape,False,False,False,a_shape(HC_conf_low),"('HC_conf_low',)",['group_prev_conf'],True,,,,,,,,HC_conf_low,,,,,,,,
a_shape(SSD_conf_high),a_shape,False,False,False,a_shape(SSD_conf_high),"('SSD_conf_high',)",['group_prev_conf'],True,,,,,,,,SSD_conf_high,,,,,,,,
a_shape(SSD_conf_low),a_shape,False,False,False,a_shape(SSD_conf_low),"('SSD_conf_low',)",['group_prev_conf'],True,,,,,,,,SSD_conf_low,,,,,,,,
a_subj(HC_conf_high).1,a_subj,True,False,True,a_subj(HC_conf_high).1,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,1,,,,,,,HC_conf_high,1.5944093963226815,0.0643851704933366,1.4722126196332448,1.5496416134267506,1.5935853798095778,1.6364053308587998,1.725052129024476,0.0008045267476394493
a_subj(HC_conf_high).2,a_subj,True,False,True,a_subj(HC_conf_high).2,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,2,,,,,,,HC_conf_high,2.597282721320096,0.10994780895619387,2.3836316640023636,2.5236727478718723,2.596371771180543,2.667742994545327,2.8186010875336964,0.00169250326933167
a_subj(HC_conf_high).4,a_subj,True,False,True,a_subj(HC_conf_high).4,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,4,,,,,,,HC_conf_high,2.1782611585914076,0.09071129294273511,2.009071819285266,2.1162131625612535,2.1749001368689194,2.237925309301369,2.366402885439382,0.0014167053032137825
a_subj(HC_conf_high).8,a_subj,True,False,True,a_subj(HC_conf_high).8,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,8,,,,,,,HC_conf_high,1.8931062582004197,0.07345942219034692,1.7526477307650765,1.843527870175176,1.8908784150213314,1.9422052580009082,2.039279686358031,0.001157141042731437
a_subj(HC_conf_high).9,a_subj,True,False,True,a_subj(HC_conf_high).9,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,9,,,,,,,HC_conf_high,2.968560001810291,0.11769581767992056,2.7486901114880853,2.888509849365858,2.9649900865602326,3.0458160937022027,3.204208642526148,0.0015404448279074854
a_subj(HC_conf_high).12,a_subj,True,False,True,a_subj(HC_conf_high).12,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,12,,,,,,,HC_conf_high,2.591213552995243,0.10194550756280109,2.399623231170063,2.521832566335042,2.5901521213774426,2.6570808150273937,2.799701844072209,0.001384235087010761
a_subj(HC_conf_high).16,a_subj,True,False,True,a_subj(HC_conf_high).16,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,16,,,,,,,HC_conf_high,1.927377662064565,0.08104236623167611,1.7741413576789204,1.871273383673069,1.9258798423192927,1.981183650762804,2.0924765730216155,0.0011831551884469208
a_subj(HC_conf_high).18,a_subj,True,False,True,a_subj(HC_conf_high).18,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,18,,,,,,,HC_conf_high,1.8960265389489472,0.07481425049628702,1.7551036497900336,1.844995148295804,1.89405876384272,1.9449660110696656,2.0482311573289094,0.00130100312110483
a_subj(HC_conf_high).19,a_subj,True,False,True,a_subj(HC_conf_high).19,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,19,,,,,,,HC_conf_high,2.6833693216549808,0.111946253224748,2.4736246201359364,2.6058488312107584,2.681822752276554,2.7573428483756515,2.909589917341396,0.001585133306520684
a_subj(HC_conf_high).23,a_subj,True,False,True,a_subj(HC_conf_high).23,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,23,,,,,,,HC_conf_high,1.8433267413890988,0.06955974958065247,1.7123642258018221,1.795691958362383,1.8410031522241979,1.888752587724309,1.9862301789667263,0.0008093051228740636
a_subj(HC_conf_high).25,a_subj,True,False,True,a_subj(HC_conf_high).25,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,25,,,,,,,HC_conf_high,1.7975869213259608,0.09547022481030368,1.6121022480133433,1.7326215692639046,1.7962948302396375,1.861188495353305,1.9864549806844742,0.0019723547152314335
a_subj(HC_conf_high).26,a_subj,True,False,True,a_subj(HC_conf_high).26,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,26,,,,,,,HC_conf_high,2.355732653879579,0.096035122866752,2.176233337526555,2.2897236427899235,2.354351517545953,2.4179493484986034,2.5536989669922785,0.0011542354156606044
a_subj(HC_conf_high).29,a_subj,True,False,True,a_subj(HC_conf_high).29,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,29,,,,,,,HC_conf_high,2.3569106398365194,0.08831548351962192,2.1942344742118074,2.2967825853535495,2.3546601498544386,2.4143835653092385,2.5420548072860076,0.001281068616753601
a_subj(HC_conf_high).30,a_subj,True,False,True,a_subj(HC_conf_high).30,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,30,,,,,,,HC_conf_high,1.7164472401281827,0.06789395148522932,1.586916488567981,1.6698498314774395,1.7156287893061761,1.7615321180617716,1.8540765049877599,0.0010881574281388425
a_subj(HC_conf_high).31,a_subj,True,False,True,a_subj(HC_conf_high).31,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,31,,,,,,,HC_conf_high,2.7392441253282502,0.10045560038375427,2.5470922877256013,2.6694344605205615,2.74094417316686,2.8048348719482292,2.940409727452425,0.0012977878048605136
a_subj(HC_conf_high).32,a_subj,True,False,True,a_subj(HC_conf_high).32,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,32,,,,,,,HC_conf_high,2.5727073049180698,0.10179412508760614,2.3730168509471286,2.502895620759291,2.5699239814381154,2.6427337411922114,2.7728084037785363,0.0015490783030109015
a_subj(HC_conf_high).35,a_subj,True,False,True,a_subj(HC_conf_high).35,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,35,,,,,,,HC_conf_high,2.240541878641533,0.08669269365039664,2.0752583645112503,2.1808845661291985,2.2380698456841173,2.297372845481899,2.4156837938922475,0.0012321871544182488
a_subj(HC_conf_high).36,a_subj,True,False,True,a_subj(HC_conf_high).36,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,36,,,,,,,HC_conf_high,2.752871137572633,0.10942486109940865,2.546113405421133,2.6784344079785876,2.74845788590891,2.8259741630477664,2.9762509815659115,0.0014787242384587391
a_subj(HC_conf_high).37,a_subj,True,False,True,a_subj(HC_conf_high).37,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,37,,,,,,,HC_conf_high,2.062921831602868,0.08708285035335236,1.8973529932691218,2.002564976019235,2.0619267002624304,2.1199743414580263,2.235485439153508,0.001570545331670536
a_subj(HC_conf_high).38,a_subj,True,False,True,a_subj(HC_conf_high).38,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,38,,,,,,,HC_conf_high,1.7550823953427634,0.07269442515864309,1.622787741648481,1.7041204020552945,1.752249999718472,1.8022429545639456,1.9040309840648955,0.001208862908301952
a_subj(HC_conf_low).1,a_subj,True,False,True,a_subj(HC_conf_low).1,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,1,,,,,,,HC_conf_low,1.521718474497441,0.0640089034936826,1.4027007938869225,1.4771737989973546,1.519666230957252,1.5633592995018464,1.6507753916532573,0.0009240212968881506
a_subj(HC_conf_low).2,a_subj,True,False,True,a_subj(HC_conf_low).2,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,2,,,,,,,HC_conf_low,2.4862848576237835,0.10917388243114633,2.2901265283276517,2.4119651381785845,2.479351822855653,2.5517040911086712,2.728269659826498,0.002201632390623656
a_subj(HC_conf_low).4,a_subj,True,False,True,a_subj(HC_conf_low).4,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,4,,,,,,,HC_conf_low,2.220578510888853,0.09003037089181697,2.049680645886297,2.157601919122351,2.2174880336677414,2.2796186045090328,2.4016305024696534,0.0013617274805968736
a_subj(HC_conf_low).5,a_subj,True,False,True,a_subj(HC_conf_low).5,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,5,,,,,,,HC_conf_low,2.6925475718827454,0.07790321229166709,2.545271366954984,2.6399932606414467,2.6901481703756756,2.7448113752661603,2.8485357010585832,0.0010566214882288777
a_subj(HC_conf_low).8,a_subj,True,False,True,a_subj(HC_conf_low).8,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,8,,,,,,,HC_conf_low,2.243328804864055,0.07767455057655664,2.0973956430480234,2.1899707782081124,2.24049323779772,2.2946490317838735,2.401402939934875,0.0011256304003431806
a_subj(HC_conf_low).9,a_subj,True,False,True,a_subj(HC_conf_low).9,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,9,,,,,,,HC_conf_low,3.4817655063682706,0.1301169373040303,3.23299439122086,3.3932574111268425,3.479104205979663,3.5701845847531892,3.7404651526814368,0.001609596236835659
a_subj(HC_conf_low).12,a_subj,True,False,True,a_subj(HC_conf_low).12,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,12,,,,,,,HC_conf_low,2.4947400734321463,0.09836955885828068,2.3129049936981714,2.4262314922703063,2.4911349216944494,2.5587302326428647,2.6959182301151543,0.0015235844451575529
a_subj(HC_conf_low).16,a_subj,True,False,True,a_subj(HC_conf_low).16,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,16,,,,,,,HC_conf_low,1.941629643493939,0.07750036901150767,1.792035538625667,1.8890204827690913,1.9410490107180798,1.994238619829038,2.0949039200744966,0.0011499156767489681
a_subj(HC_conf_low).18,a_subj,True,False,True,a_subj(HC_conf_low).18,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,18,,,,,,,HC_conf_low,2.0154426688005715,0.07374110339733866,1.8766268949397191,1.9645124188915988,2.013096528381088,2.065191569193281,2.160622784587641,0.0010818488899207153
a_subj(HC_conf_low).19,a_subj,True,False,True,a_subj(HC_conf_low).19,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,19,,,,,,,HC_conf_low,2.693336824706163,0.10521744088004206,2.4958451020365957,2.6209647874684805,2.6902138913527387,2.762691842775591,2.9067865845686787,0.001525330646670054
a_subj(HC_conf_low).23,a_subj,True,False,True,a_subj(HC_conf_low).23,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,23,,,,,,,HC_conf_low,1.512120978552734,0.057617661155224355,1.4062280135217295,1.4713975868257887,1.5109312542100803,1.5491319089932811,1.6325867742534799,0.0009378321829295148
a_subj(HC_conf_low).25,a_subj,True,False,True,a_subj(HC_conf_low).25,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,25,,,,,,,HC_conf_low,2.4253500942333,0.08771653039079505,2.256402498899019,2.36637690218042,2.423747877462393,2.482532775340541,2.6026344000067176,0.0013545936935479789
a_subj(HC_conf_low).26,a_subj,True,False,True,a_subj(HC_conf_low).26,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,26,,,,,,,HC_conf_low,2.3494602787668746,0.08638582620715543,2.1857896172115288,2.2893648134014684,2.3468218083963706,2.4081740638911246,2.5225524621685156,0.0011514611249001372
a_subj(HC_conf_low).29,a_subj,True,False,True,a_subj(HC_conf_low).29,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,29,,,,,,,HC_conf_low,2.4679266461861147,0.0881112374787927,2.302016545853878,2.406719951404585,2.4657984410062266,2.5263511990285714,2.6478340208659734,0.0011930732832616557
a_subj(HC_conf_low).30,a_subj,True,False,True,a_subj(HC_conf_low).30,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,30,,,,,,,HC_conf_low,1.928094462110298,0.07586787983426777,1.7837836462401484,1.8762950185774876,1.9254717161583872,1.9782361142975442,2.0858065406891493,0.000983035960727791
a_subj(HC_conf_low).31,a_subj,True,False,True,a_subj(HC_conf_low).31,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,31,,,,,,,HC_conf_low,2.56837661565554,0.09791953838852573,2.3846885668025117,2.499909366444725,2.565984141624111,2.6327987089666323,2.7651065681616576,0.001210764927130345
a_subj(HC_conf_low).32,a_subj,True,False,True,a_subj(HC_conf_low).32,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,32,,,,,,,HC_conf_low,2.9276727347714813,0.10893364249195803,2.722720602934031,2.8527263891447685,2.925699600505288,2.9999766399814547,3.148637728599235,0.0012007822878006766
a_subj(HC_conf_low).35,a_subj,True,False,True,a_subj(HC_conf_low).35,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,35,,,,,,,HC_conf_low,2.1522822782261355,0.08567856814234652,1.9880940900138584,2.0929921408627354,2.1505938822128834,2.2102943915686977,2.3244794809812905,0.0012000370993554455
a_subj(HC_conf_low).36,a_subj,True,False,True,a_subj(HC_conf_low).36,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,36,,,,,,,HC_conf_low,3.25808635799206,0.1236524795625595,3.0221526616395242,3.174937425152488,3.256282797518124,3.342174017147965,3.5017539585779716,0.0017574215949383919
a_subj(HC_conf_low).37,a_subj,True,False,True,a_subj(HC_conf_low).37,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,37,,,,,,,HC_conf_low,2.1736253412301902,0.08164775974198869,2.015317804580651,2.1182892879106845,2.1726034439416546,2.227758146878719,2.337271814316831,0.0011518599587493387
a_subj(HC_conf_low).38,a_subj,True,False,True,a_subj(HC_conf_low).38,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,38,,,,,,,HC_conf_low,1.8810166336074294,0.06891426987906209,1.7511223858550824,1.8340116161524116,1.8809723909255782,1.9269610922274993,2.0168974775881394,0.0009846137246227328
a_subj(SSD_conf_high).0,a_subj,True,False,True,a_subj(SSD_conf_high).0,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,0,,,,,,,SSD_conf_high,2.5930132884232897,0.10743778989816213,2.3869396464946626,2.518479683560329,2.5914106629165077,2.6651189912860396,2.806384233329811,0.0016356701695201495
a_subj(SSD_conf_high).3,a_subj,True,False,True,a_subj(SSD_conf_high).3,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,3,,,,,,,SSD_conf_high,2.951638807347985,0.10956272097691647,2.7456225163479013,2.8771186092096626,2.9487984942795675,3.022438532135227,3.1738264363397883,0.001291902870523031
a_subj(SSD_conf_high).6,a_subj,True,False,True,a_subj(SSD_conf_high).6,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,6,,,,,,,SSD_conf_high,1.7168662332424247,0.07224951103463739,1.578154147021892,1.6682298032243992,1.7171962230892244,1.7641805399895214,1.8635128818042934,0.001190847061141584
a_subj(SSD_conf_high).7,a_subj,True,False,True,a_subj(SSD_conf_high).7,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,7,,,,,,,SSD_conf_high,2.2817238642954787,0.09371759779406537,2.1054827080153506,2.2153869173056036,2.2795465041197014,2.3431267993690117,2.4742155086482587,0.0014024250904779436
a_subj(SSD_conf_high).10,a_subj,True,False,True,a_subj(SSD_conf_high).10,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,10,,,,,,,SSD_conf_high,2.872048401168125,0.10608355512650233,2.6708654144679276,2.7972735497800807,2.870081835759276,2.943533130491777,3.0831266851049515,0.0013494145498611349
a_subj(SSD_conf_high).11,a_subj,True,False,True,a_subj(SSD_conf_high).11,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,11,,,,,,,SSD_conf_high,2.8461865407536053,0.11495503219404207,2.6309541375854,2.766096976286211,2.8428412058520065,2.9217470569524675,3.0750408563947196,0.001514753740006695
a_subj(SSD_conf_high).13,a_subj,True,False,True,a_subj(SSD_conf_high).13,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,13,,,,,,,SSD_conf_high,1.429864438230356,0.058474450603435514,1.3176834022925623,1.390149856674756,1.428712429921709,1.4674917435505415,1.549955787933729,0.0007428698892980617
a_subj(SSD_conf_high).14,a_subj,True,False,True,a_subj(SSD_conf_high).14,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,14,,,,,,,SSD_conf_high,2.514705723133031,0.11284012630884385,2.2990532194463,2.4370666319856955,2.50988755504296,2.5905000321967586,2.7407107282937258,0.0016698101652080268
a_subj(SSD_conf_high).15,a_subj,True,False,True,a_subj(SSD_conf_high).15,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,15,,,,,,,SSD_conf_high,2.9762471561969344,0.11336280554991626,2.7625500761322828,2.898453713568788,2.973383688319463,3.051734921880817,3.2083734684707474,0.0014374119481225056
a_subj(SSD_conf_high).17,a_subj,True,False,True,a_subj(SSD_conf_high).17,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,17,,,,,,,SSD_conf_high,2.8570210352934864,0.11279913753693382,2.6444372078855527,2.7781660763113663,2.8547678483408263,2.9318040908901533,3.088238223989248,0.0014693544133647187
a_subj(SSD_conf_high).20,a_subj,True,False,True,a_subj(SSD_conf_high).20,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,20,,,,,,,SSD_conf_high,1.9907535708302997,0.07956736180870583,1.839746094430684,1.9360171703655569,1.989001222096318,2.042999604071229,2.153860706009314,0.0012074800553375218
a_subj(SSD_conf_high).21,a_subj,True,False,True,a_subj(SSD_conf_high).21,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,21,,,,,,,SSD_conf_high,2.966495509408406,0.11920096725054051,2.7369198040939073,2.885556375673062,2.963836361355085,3.0459886473199367,3.202054636376328,0.0015988245736758815
a_subj(SSD_conf_high).22,a_subj,True,False,True,a_subj(SSD_conf_high).22,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,22,,,,,,,SSD_conf_high,2.5752411339953256,0.11059168522938906,2.3664009005764086,2.4987316796880137,2.572735893847108,2.6482292361252324,2.799168587833093,0.001338344883473422
a_subj(SSD_conf_high).24,a_subj,True,False,True,a_subj(SSD_conf_high).24,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,24,,,,,,,SSD_conf_high,2.031780211398411,0.09007147300663641,1.8575129961098495,1.970699832376702,2.032403367350327,2.0919740661041395,2.2046481530314224,0.0015581984574432758
a_subj(SSD_conf_high).27,a_subj,True,False,True,a_subj(SSD_conf_high).27,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,27,,,,,,,SSD_conf_high,2.4478203959967897,0.08920796726484674,2.2766664622228374,2.3871471197729117,2.446290199516027,2.507929301371429,2.627187858390212,0.0013088591423405865
a_subj(SSD_conf_high).28,a_subj,True,False,True,a_subj(SSD_conf_high).28,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,28,,,,,,,SSD_conf_high,2.9946913809261853,0.12516346857204727,2.760575734927451,2.90793118069368,2.990971156964836,3.0775752825299905,3.249312695323825,0.0021085714420302276
a_subj(SSD_conf_high).33,a_subj,True,False,True,a_subj(SSD_conf_high).33,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,33,,,,,,,SSD_conf_high,2.1679759689694458,0.08542760872596249,2.0041710052954222,2.1097257169044283,2.16462450654292,2.223656465437585,2.3391181377473833,0.0010854761441127612
a_subj(SSD_conf_high).34,a_subj,True,False,True,a_subj(SSD_conf_high).34,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,34,,,,,,,SSD_conf_high,2.8147854965516115,0.10567793212621573,2.612210927318462,2.743267085380224,2.8124070559288503,2.8840456632064897,3.0268234357990753,0.0015020507942656864
a_subj(SSD_conf_high).39,a_subj,True,False,True,a_subj(SSD_conf_high).39,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,39,,,,,,,SSD_conf_high,2.650729793981207,0.10900568041292165,2.4437340486355392,2.57773475260529,2.6474138604195554,2.7230108608692327,2.869713161728053,0.001518413607920664
a_subj(SSD_conf_low).0,a_subj,True,False,True,a_subj(SSD_conf_low).0,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,0,,,,,,,SSD_conf_low,2.4575987616012287,0.10780225438227828,2.251009844289803,2.386502482400793,2.456995504645927,2.527804177786639,2.67180272738271,0.001700718986653082
a_subj(SSD_conf_low).3,a_subj,True,False,True,a_subj(SSD_conf_low).3,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,3,,,,,,,SSD_conf_low,3.036411609250893,0.10843784274802117,2.8275728601324777,2.963017609628582,3.0334601218337154,3.1085625670669437,3.257800490065975,0.001415588062434586
a_subj(SSD_conf_low).6,a_subj,True,False,True,a_subj(SSD_conf_low).6,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,6,,,,,,,SSD_conf_low,2.4203566594153236,0.1035556551306618,2.225740625587186,2.3479461420823897,2.4196417537870722,2.4886060365222358,2.6327431493059152,0.0014131434986020762
a_subj(SSD_conf_low).7,a_subj,True,False,True,a_subj(SSD_conf_low).7,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,7,,,,,,,SSD_conf_low,2.581396289806939,0.1039373351327926,2.3858143259765914,2.511654584450305,2.576895298409609,2.6480103124123873,2.793458327175946,0.001470773629612907
a_subj(SSD_conf_low).10,a_subj,True,False,True,a_subj(SSD_conf_low).10,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,10,,,,,,,SSD_conf_low,2.7660362510475744,0.10378955729421228,2.5739656955687797,2.6943493027740684,2.7628958784131328,2.834381091777154,2.979171377261154,0.001556980970180839
a_subj(SSD_conf_low).11,a_subj,True,False,True,a_subj(SSD_conf_low).11,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,11,,,,,,,SSD_conf_low,2.8981259394027483,0.11443841903939406,2.6825256993568303,2.818290201810792,2.894554315445187,2.9723882272840108,3.131993063442335,0.0016921215887531122
a_subj(SSD_conf_low).13,a_subj,True,False,True,a_subj(SSD_conf_low).13,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,13,,,,,,,SSD_conf_low,1.7452480142922284,0.06573634869139568,1.6216411289593975,1.7010933641101724,1.7434335286852276,1.7887690185157012,1.8780461620705053,0.0008418855540167595
a_subj(SSD_conf_low).14,a_subj,True,False,True,a_subj(SSD_conf_low).14,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,14,,,,,,,SSD_conf_low,2.984342941464778,0.12467147065572494,2.7509618623521384,2.897969222822887,2.9812626793986032,3.066061561551681,3.238785969517731,0.001460601638880027
a_subj(SSD_conf_low).15,a_subj,True,False,True,a_subj(SSD_conf_low).15,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,15,,,,,,,SSD_conf_low,2.6160822883967008,0.0953311345688973,2.4341022924758606,2.551308811025089,2.6140606441104355,2.6789330989438063,2.812657747202814,0.0012603550288987435
a_subj(SSD_conf_low).17,a_subj,True,False,True,a_subj(SSD_conf_low).17,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,17,,,,,,,SSD_conf_low,2.886690449389871,0.12158691628962101,2.652807816745905,2.8028409163355397,2.8851874399357085,2.9684586763194707,3.1320213168671325,0.001671322411719241
a_subj(SSD_conf_low).20,a_subj,True,False,True,a_subj(SSD_conf_low).20,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,20,,,,,,,SSD_conf_low,2.15048808872714,0.08045640453301861,1.9994498486422227,2.0953468151351213,2.148810674934478,2.20297344753795,2.3127903725161953,0.0011721164097395777
a_subj(SSD_conf_low).21,a_subj,True,False,True,a_subj(SSD_conf_low).21,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,21,,,,,,,SSD_conf_low,3.214510351281787,0.12386139093567256,2.975581658259038,3.131060812100357,3.212816780186313,3.297435778556252,3.465508820297795,0.0014628609785172727
a_subj(SSD_conf_low).22,a_subj,True,False,True,a_subj(SSD_conf_low).22,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,22,,,,,,,SSD_conf_low,2.4588277337301214,0.08806206343312802,2.2938164138978028,2.3980362514946827,2.4569441662662364,2.516202396353583,2.642052650906657,0.0012844280258988718
a_subj(SSD_conf_low).24,a_subj,True,False,True,a_subj(SSD_conf_low).24,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,24,,,,,,,SSD_conf_low,1.8622089225142182,0.07338020729496962,1.7240561771834644,1.8120471636544115,1.860934927297545,1.9111883170073818,2.008878689457538,0.0011615184578031644
a_subj(SSD_conf_low).27,a_subj,True,False,True,a_subj(SSD_conf_low).27,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,27,,,,,,,SSD_conf_low,2.5551319728432036,0.09255722092204943,2.384956050429628,2.489953069378482,2.552083673854421,2.6175763019847897,2.7424414247230877,0.0012452976573065553
a_subj(SSD_conf_low).28,a_subj,True,False,True,a_subj(SSD_conf_low).28,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,28,,,,,,,SSD_conf_low,3.098566339504827,0.14606324465921117,2.8247132731807296,3.0007165285280175,3.092065569821971,3.1917116093290936,3.4055377744627338,0.002025456530499484
a_subj(SSD_conf_low).33,a_subj,True,False,True,a_subj(SSD_conf_low).33,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,33,,,,,,,SSD_conf_low,2.276457521379499,0.08266382114000001,2.116549302486916,2.2216390280323908,2.2749127734805623,2.3298289836960286,2.444902033383135,0.0011841184873548146
