,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,group,rt,response,prev_conf,accuracy,group_prev_conf,mean,std,2.5q,25q,50q,75q,97.5q,mc err
wfpt(HC_conf_high).23,wfpt,False,True,False,wfpt(HC_conf_high).23,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,23,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).25,wfpt,False,True,False,wfpt(HC_conf_high).25,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,25,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).26,wfpt,False,True,False,wfpt(HC_conf_high).26,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,26,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).29,wfpt,False,True,False,wfpt(HC_conf_high).29,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,29,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).30,wfpt,False,True,False,wfpt(HC_conf_high).30,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,30,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).31,wfpt,False,True,False,wfpt(HC_conf_high).31,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,31,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).32,wfpt,False,True,False,wfpt(HC_conf_high).32,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,32,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).35,wfpt,False,True,False,wfpt(HC_conf_high).35,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,35,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).36,wfpt,False,True,False,wfpt(HC_conf_high).36,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,36,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).37,wfpt,False,True,False,wfpt(HC_conf_high).37,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,37,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_high).38,wfpt,False,True,False,wfpt(HC_conf_high).38,"('HC_conf_high',)","['group_prev_conf', 'subj_idx']",False,38,,,,,,,HC_conf_high,,,,,,,,
wfpt(HC_conf_low).1,wfpt,False,True,False,wfpt(HC_conf_low).1,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,1,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).2,wfpt,False,True,False,wfpt(HC_conf_low).2,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,2,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).4,wfpt,False,True,False,wfpt(HC_conf_low).4,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,4,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).5,wfpt,False,True,False,wfpt(HC_conf_low).5,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,5,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).8,wfpt,False,True,False,wfpt(HC_conf_low).8,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,8,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).9,wfpt,False,True,False,wfpt(HC_conf_low).9,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,9,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).12,wfpt,False,True,False,wfpt(HC_conf_low).12,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,12,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).16,wfpt,False,True,False,wfpt(HC_conf_low).16,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,16,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).18,wfpt,False,True,False,wfpt(HC_conf_low).18,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,18,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).19,wfpt,False,True,False,wfpt(HC_conf_low).19,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,19,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).23,wfpt,False,True,False,wfpt(HC_conf_low).23,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,23,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).25,wfpt,False,True,False,wfpt(HC_conf_low).25,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,25,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).26,wfpt,False,True,False,wfpt(HC_conf_low).26,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,26,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).29,wfpt,False,True,False,wfpt(HC_conf_low).29,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,29,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).30,wfpt,False,True,False,wfpt(HC_conf_low).30,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,30,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).31,wfpt,False,True,False,wfpt(HC_conf_low).31,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,31,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).32,wfpt,False,True,False,wfpt(HC_conf_low).32,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,32,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).35,wfpt,False,True,False,wfpt(HC_conf_low).35,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,35,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).36,wfpt,False,True,False,wfpt(HC_conf_low).36,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,36,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).37,wfpt,False,True,False,wfpt(HC_conf_low).37,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,37,,,,,,,HC_conf_low,,,,,,,,
wfpt(HC_conf_low).38,wfpt,False,True,False,wfpt(HC_conf_low).38,"('HC_conf_low',)","['group_prev_conf', 'subj_idx']",False,38,,,,,,,HC_conf_low,,,,,,,,
wfpt(SSD_conf_high).0,wfpt,False,True,False,wfpt(SSD_conf_high).0,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,0,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).3,wfpt,False,True,False,wfpt(SSD_conf_high).3,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,3,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).6,wfpt,False,True,False,wfpt(SSD_conf_high).6,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,6,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).7,wfpt,False,True,False,wfpt(SSD_conf_high).7,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,7,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).10,wfpt,False,True,False,wfpt(SSD_conf_high).10,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,10,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).11,wfpt,False,True,False,wfpt(SSD_conf_high).11,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,11,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).13,wfpt,False,True,False,wfpt(SSD_conf_high).13,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,13,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).14,wfpt,False,True,False,wfpt(SSD_conf_high).14,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,14,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).15,wfpt,False,True,False,wfpt(SSD_conf_high).15,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,15,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).17,wfpt,False,True,False,wfpt(SSD_conf_high).17,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,17,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).20,wfpt,False,True,False,wfpt(SSD_conf_high).20,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,20,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).21,wfpt,False,True,False,wfpt(SSD_conf_high).21,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,21,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).22,wfpt,False,True,False,wfpt(SSD_conf_high).22,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,22,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).24,wfpt,False,True,False,wfpt(SSD_conf_high).24,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,24,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).27,wfpt,False,True,False,wfpt(SSD_conf_high).27,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,27,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).28,wfpt,False,True,False,wfpt(SSD_conf_high).28,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,28,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).33,wfpt,False,True,False,wfpt(SSD_conf_high).33,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,33,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).34,wfpt,False,True,False,wfpt(SSD_conf_high).34,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,34,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_high).39,wfpt,False,True,False,wfpt(SSD_conf_high).39,"('SSD_conf_high',)","['group_prev_conf', 'subj_idx']",False,39,,,,,,,SSD_conf_high,,,,,,,,
wfpt(SSD_conf_low).0,wfpt,False,True,False,wfpt(SSD_conf_low).0,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,0,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).3,wfpt,False,True,False,wfpt(SSD_conf_low).3,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,3,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).6,wfpt,False,True,False,wfpt(SSD_conf_low).6,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,6,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).7,wfpt,False,True,False,wfpt(SSD_conf_low).7,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,7,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).10,wfpt,False,True,False,wfpt(SSD_conf_low).10,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,10,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).11,wfpt,False,True,False,wfpt(SSD_conf_low).11,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,11,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).13,wfpt,False,True,False,wfpt(SSD_conf_low).13,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,13,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).14,wfpt,False,True,False,wfpt(SSD_conf_low).14,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,14,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).15,wfpt,False,True,False,wfpt(SSD_conf_low).15,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,15,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).17,wfpt,False,True,False,wfpt(SSD_conf_low).17,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,17,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).20,wfpt,False,True,False,wfpt(SSD_conf_low).20,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,20,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).21,wfpt,False,True,False,wfpt(SSD_conf_low).21,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,21,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).22,wfpt,False,True,False,wfpt(SSD_conf_low).22,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,22,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).24,wfpt,False,True,False,wfpt(SSD_conf_low).24,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,24,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).27,wfpt,False,True,False,wfpt(SSD_conf_low).27,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,27,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).28,wfpt,False,True,False,wfpt(SSD_conf_low).28,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,28,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).33,wfpt,False,True,False,wfpt(SSD_conf_low).33,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,33,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).34,wfpt,False,True,False,wfpt(SSD_conf_low).34,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,34,,,,,,,SSD_conf_low,,,,,,,,
wfpt(SSD_conf_low).39,wfpt,False,True,False,wfpt(SSD_conf_low).39,"('SSD_conf_low',)","['group_prev_conf', 'subj_idx']",False,39,,,,,,,SSD_conf_low,,,,,,,,
